time, dist, vel, acc, Sf, vmin, vmax, tmin, tmax, req_vel, req_acc, T, C0, C1, C2, C3, C4, C5, TL state, Fasullo;
0.049, -110, -8.83774e-08, -1.76755e-06, 775, 3, 15, 0, 15, -nan, 0.358295, 8.09477e-319, 0, -8.83774e-08, -1.76755e-06, 7.28178, -4.66034, 0.994205, 1, 1;
0.099, -110, 0.00414912, 0.0829841, 775, 3, 15, 0, 15, -nan, 0.713989, 8.09477e-319, 0, 0.00414912, 0.0829841, 7.22952, -4.65034, 0.994659, 1, 2;
0.149, -109.999, 0.019836, 0.313737, 774.999, 3, 15, 0, 15, -nan, 1.06236, 8.09477e-319, 0, 0.019836, 0.313737, 7.08232, -4.62157, 0.995762, 1, 3;
0.199, -109.998, 0.0561444, 0.72617, 774.998, 3, 15, 0, 15, -nan, 1.3972, 8.09477e-319, 0, 0.0561444, 0.72617, 6.81029, -4.56372, 0.996227, 1, 4;
0.249, -109.995, 0.0861528, 0.600167, 774.995, 3, 15, 0, 15, -nan, 1.7367, 8.09477e-319, 0, 0.0861528, 0.600167, 6.90437, -4.59697, 1.00127, 1, 5;
0.299, -109.989, 0.233566, 2.94826, 774.989, 3, 15, 0, 15, -nan, 1.98749, 8.09477e-319, 0, 0.233566, 2.94826, 5.1163, -4.0453, 0.940235, 1, 6;
0.349, -109.98, 0.262605, 0.58079, 774.98, 3, 15, 0, 15, -nan, 2.32959, 8.09477e-319, 0, 0.262605, 0.58079, 6.95794, -4.66175, 1.02239, 1, 7;
0.399, -109.969, 0.33669, 1.48169, 774.969, 3, 15, 0, 15, -nan, 2.63963, 8.09477e-319, 0, 0.33669, 1.48169, 6.31238, -4.49105, 1.01159, 1, 8;
0.449, -109.954, 0.449085, 2.24791, 774.954, 3, 15, 0, 15, -nan, 2.92031, 8.09477e-319, 0, 0.449085, 2.24791, 5.72085, -4.3148, 0.994675, 1, 9;
0.499, -109.934, 0.576161, 2.54152, 774.934, 3, 15, 0, 15, -nan, 3.18949, 8.09477e-319, 0, 0.576161, 2.54152, 5.48945, -4.25586, 0.992634, 1, 10;
0.549, -109.908, 0.701735, 2.51147, 774.908, 3, 15, 0, 15, -nan, 3.46046, 8.09477e-319, 0, 0.701735, 2.51147, 5.52602, -4.29548, 1.00593, 1, 11;
0.599, -109.875, 0.823682, 2.43894, 774.875, 3, 15, 0, 15, -nan, 3.73497, 8.09477e-319, 0, 0.823682, 2.43894, 5.59837, -4.34823, 1.02125, 1, 12;
0.649, -109.836, 0.948936, 2.50509, 774.836, 3, 15, 0, 15, -nan, 4.00715, 8.09477e-319, 0, 0.948936, 2.50509, 5.55178, -4.35578, 1.02937, 1, 13;
0.699, -109.787, 1.08943, 2.80982, 774.787, 3, 15, 0, 15, -nan, 4.2665, 8.09477e-319, 0, 1.08943, 2.80982, 5.29346, -4.28021, 1.02368, 1, 14;
0.749, -109.729, 1.25205, 3.25254, 774.729, 3, 15, 0, 15, -nan, 4.50623, 8.09477e-319, 0, 1.25205, 3.25254, 4.89747, -4.144, 1.00647, 1, 15;
0.799, -109.66, 1.43683, 3.69551, 774.66, 3, 15, 0, 15, -nan, 4.7253, 8.09477e-319, 0, 1.43683, 3.69551, 4.48061, -3.99113, 0.984673, 1, 16;
0.849, -109.578, 1.66142, 4.49178, 774.578, 3, 15, 0, 15, -nan, 4.90504, 8.09477e-319, 0, 1.66142, 4.49178, 3.6855, -3.65186, 0.922292, 1, 17;
0.899, -109.483, 1.96589, 6.08945, 774.483, 3, 15, 0, 15, -nan, 4.99924, 8.09477e-319, 0, 1.96589, 6.08945, 1.95345, -2.79869, 0.734938, 1, 18;
0.949, -109.375, 2.27927, 6.26755, 774.375, 3, 15, 0, 15, -nan, 5.0807, 8.09477e-319, 0, 2.27927, 6.26755, 1.69584, -2.68399, 0.713996, 1, 19;
0.999, -109.254, 2.55446, 5.50375, 774.254, 3, 15, 0, 15, -nan, 5.20193, 8.09477e-319, 0, 2.55446, 5.50375, 2.50284, -3.1473, 0.833654, 1, 20;
1.049, -109.123, 2.80636, 5.03804, 774.123, 3, 15, 0, 15, -nan, 5.3466, 8.09477e-319, 0, 2.80636, 5.03804, 2.97853, -3.42738, 0.907864, 1, 21;
1.099, -108.98, 3.04773, 4.82735, 773.98, 3, 15, 0, 15, -nan, 5.5009, 8.09477e-319, 0, 3.04773, 4.82735, 3.17437, -3.55746, 0.946207, 1, 22;
1.149, -108.826, 3.28116, 4.66874, 773.826, 3, 15, 0, 15, -nan, 5.66207, 8.09477e-319, 0, 3.28116, 4.66874, 3.31422, -3.65754, 0.977479, 1, 23;
1.199, -108.66, 3.51149, 4.60656, 773.66, 3, 15, 0, 15, -nan, 5.82481, 8.09477e-319, 0, 3.51149, 4.60656, 3.34654, -3.6997, 0.995015, 1, 24;
1.249, -108.481, 3.74862, 4.74268, 773.481, 3, 15, 0, 15, -nan, 5.97782, 8.09477e-319, 0, 3.74862, 4.74268, 3.15004, -3.61626, 0.982186, 1, 25;
1.299, -108.287, 4.00494, 5.1264, 773.287, 3, 15, 0, 15, -nan, 6.10623, 8.09477e-319, 0, 4.00494, 5.1264, 2.65156, -3.35915, 0.925516, 1, 26;
1.349, -108.078, 4.29976, 5.89624, 773.078, 3, 15, 0, 15, -nan, 6.18526, 8.09477e-319, 0, 4.29976, 5.89624, 1.64997, -2.79363, 0.786134, 1, 27;
1.399, -107.854, 4.64417, 6.88828, 772.854, 3, 15, 0, 15, -nan, 6.19726, 8.09477e-319, 0, 4.64417, 6.88828, 0.288912, -1.97019, 0.568425, 1, 28;
1.449, -107.613, 4.98407, 6.798, 772.613, 3, 15, 0, 15, -nan, 6.20888, 8.09477e-319, 0, 4.98407, 6.798, 0.281399, -1.97263, 0.574035, 1, 29;
1.499, -107.357, 5.2787, 5.89265, 772.357, 3, 15, 0, 15, -nan, 6.27305, 8.09477e-319, 0, 5.2787, 5.89265, 1.34928, -2.65659, 0.769667, 1, 30;
1.549, -107.086, 5.56687, 5.76342, 772.086, 3, 15, 0, 15, -nan, 6.34051, 8.09477e-319, 0, 5.56687, 5.76342, 1.41654, -2.70997, 0.790335, 1, 31;
1.599, -106.8, 5.88342, 6.33097, 771.8, 3, 15, 0, 15, -nan, 6.3653, 8.09477e-319, 0, 5.88342, 6.33097, 0.549434, -2.16097, 0.64115, 1, 32;
1.649, -106.498, 6.19789, 6.28936, 771.498, 3, 15, 0, 15, -nan, 6.38647, 8.09477e-319, 0, 6.19789, 6.28936, 0.475958, -2.11639, 0.633239, 1, 33;
1.699, -106.181, 6.50981, 6.23837, 771.181, 3, 15, 0, 15, -nan, 6.40448, 8.09477e-319, 0, 6.50981, 6.23837, 0.411554, -2.07556, 0.626122, 1, 34;
1.749, -105.847, 6.82688, 6.34138, 770.847, 3, 15, 0, 15, -nan, 6.40844, 8.09477e-319, 0, 6.82688, 6.34138, 0.126048, -1.88256, 0.573789, 1, 35;
1.799, -105.498, 7.14289, 6.32031, 770.498, 3, 15, 0, 15, -nan, 6.40649, 8.09477e-319, 0, 7.14289, 6.32031, 0.00553205, -1.79697, 0.552411, 1, 36;
1.849, -105.133, 7.4603, 6.34813, 770.133, 3, 15, 0, 15, -nan, 6.39486, 8.09477e-319, 0, 7.4603, 6.34813, -0.191608, -1.65472, 0.51337, 1, 37;
1.899, -104.753, 7.77746, 6.34313, 769.753, 3, 15, 0, 15, -nan, 6.3755, 8.09477e-319, 0, 7.77746, 6.34313, -0.349083, -1.53594, 0.480669, 1, 38;
1.949, -104.356, 8.09433, 6.33746, 769.356, 3, 15, 0, 15, -nan, 6.34814, 8.09477e-319, 0, 8.09433, 6.33746, -0.512324, -1.40916, 0.444801, 1, 39;
1.999, -103.944, 8.41044, 6.3223, 768.944, 3, 15, 0, 15, -nan, 6.31314, 8.09477e-319, 0, 8.41044, 6.3223, -0.668016, -1.28387, 0.408674, 1, 40;
2.049, -103.515, 8.72536, 6.29842, 768.515, 3, 15, 0, 15, -nan, 6.27087, 8.09477e-319, 0, 8.72536, 6.29842, -0.816631, -1.15996, 0.372274, 1, 41;
2.099, -103.071, 9.03874, 6.26748, 768.071, 3, 15, 0, 15, -nan, 6.22159, 8.09477e-319, 0, 9.03874, 6.26748, -0.960045, -1.03622, 0.335244, 1, 42;
2.149, -102.612, 9.35018, 6.22889, 767.612, 3, 15, 0, 15, -nan, 6.16561, 8.09477e-319, 0, 9.35018, 6.22889, -1.09678, -0.913939, 0.29801, 1, 43;
2.199, -102.137, 9.65934, 6.18319, 767.137, 3, 15, 0, 15, -nan, 6.10328, 8.09477e-319, 0, 9.65934, 6.18319, -1.22699, -0.793187, 0.260624, 1, 44;
2.249, -101.646, 9.96588, 6.13072, 766.646, 3, 15, 0, 15, -nan, 6.03491, 8.09477e-319, 0, 9.96588, 6.13072, -1.35064, -0.674214, 0.223192, 1, 45;
2.299, -101.14, 10.2695, 6.07178, 766.14, 3, 15, 0, 15, -nan, 5.9526, 8.09477e-319, 0, 10.2695, 6.07178, -1.63821, -0.32884, 0.106973, 1, 46;
2.349, -100.62, 10.5697, 6.00487, 765.62, 3, 15, 0, 15, -nan, 5.85747, 8.09477e-319, 0, 10.5697, 6.00487, -1.90213, -0.0123801, 0.00394825, 1, 47;
2.399, -100.084, 10.8661, 5.92784, 765.084, 3, 15, 0, 15, -nan, 5.75179, 8.09477e-319, 0, 10.8661, 5.92784, -2.11984, 0.248732, -0.0778304, 1, 48;
2.449, -99.5333, 11.1581, 5.83997, 764.533, 3, 15, 0, 15, -nan, 5.63765, 8.09477e-319, 0, 11.1581, 5.83997, -2.29424, 0.460836, -0.141586, 1, 49;
2.499, -98.9683, 11.4452, 5.74184, 763.968, 3, 15, 0, 15, -nan, 5.51695, 8.09477e-319, 0, 11.4452, 5.74184, -2.42975, 0.630667, -0.19039, 1, 50;
2.549, -98.3892, 11.7269, 5.63473, 763.389, 3, 15, 0, 15, -nan, 5.39133, 8.09477e-319, 0, 11.7269, 5.63473, -2.53134, 0.764732, -0.226998, 1, 51;
2.599, -97.796, 12.0029, 5.52017, 762.796, 3, 15, 0, 15, -nan, 5.26221, 8.09477e-319, 0, 12.0029, 5.52017, -2.60394, 0.868916, -0.253778, 1, 52;
2.649, -97.1892, 12.2729, 5.3997, 762.189, 3, 15, 0, 15, -nan, 5.13078, 8.09477e-319, 0, 12.2729, 5.3997, -2.65204, 0.948352, -0.272706, 1, 53;
2.699, -96.5691, 12.5367, 5.27476, 761.569, 3, 15, 0, 15, -nan, 4.99805, 8.09477e-319, 0, 12.5367, 5.27476, -2.67968, 1.00742, -0.285404, 1, 54;
2.749, -95.9359, 12.794, 5.14662, 760.936, 3, 15, 0, 15, -nan, 4.86484, 8.09477e-319, 0, 12.794, 5.14662, -2.69032, 1.04979, -0.293189, 1, 55;
2.799, -95.29, 13.0448, 5.01639, 760.29, 3, 15, 0, 15, -nan, 4.73183, 8.09477e-319, 0, 13.0448, 5.01639, -2.68696, 1.07854, -0.297121, 1, 56;
2.849, -94.6318, 13.2891, 4.88502, 759.632, 3, 15, 0, 15, -nan, 4.59958, 8.09477e-319, 0, 13.2891, 4.88502, -2.67212, 1.09621, -0.298051, 1, 57;
2.899, -93.9615, 13.5267, 4.7533, 758.961, 3, 15, 0, 15, -nan, 4.46856, 8.09477e-319, 0, 13.5267, 4.7533, -2.64794, 1.10489, -0.296658, 1, 58;
2.949, -93.2794, 13.7578, 4.62189, 758.279, 3, 15, 0, 15, -nan, 4.33912, 8.09477e-319, 0, 13.7578, 4.62189, -2.6162, 1.1063, -0.293481, 1, 59;
2.999, -92.586, 13.9824, 4.49133, 757.586, 3, 15, 0, 15, -nan, 4.21157, 8.09477e-319, 0, 13.9824, 4.49133, -2.57839, 1.10187, -0.288952, 1, 60;
3.049, -91.8815, 14.2005, 4.36206, 756.882, 3, 15, 0, 15, -nan, 4.08614, 8.09477e-319, 0, 14.2005, 4.36206, -2.53578, 1.09276, -0.283412, 1, 61;
3.099, -91.1663, 14.4122, 4.23445, 756.166, 3, 15, 0, 15, -nan, 3.96301, 8.09477e-319, 0, 14.4122, 4.23445, -2.4894, 1.07993, -0.277132, 1, 62;
3.149, -90.4406, 14.6177, 4.10877, 755.441, 3, 15, 0, 15, -nan, 3.84232, 8.09477e-319, 0, 14.6177, 4.10877, -2.44012, 1.06415, -0.270326, 1, 63;
3.199, -89.7048, 14.8169, 3.98525, 754.705, 3, 15, 0, 15, -nan, 3.72419, 8.09477e-319, 0, 14.8169, 3.98525, -2.38866, 1.04609, -0.263164, 1, 64;
3.249, -88.9592, 15.0101, 3.86408, 753.959, 3, 15, 0, 15, -nan, 3.60868, 8.09477e-319, 0, 15.0101, 3.86408, -2.33562, 1.02627, -0.255778, 1, 65;
3.299, -88.2041, 15.1974, 3.74538, 753.204, 3, 15, 0, 15, -nan, 3.49586, 8.09477e-319, 0, 15.1974, 3.74538, -2.28151, 1.00511, -0.248274, 1, 66;
3.349, -87.4397, 15.3788, 3.62925, 752.44, 3, 15, 0, 15, -nan, 3.38574, 8.09477e-319, 0, 15.3788, 3.62925, -2.22675, 0.982988, -0.240734, 1, 67;
3.399, -86.6664, 15.5546, 3.51576, 751.666, 3, 15, 0, 15, -nan, 3.27835, 8.09477e-319, 0, 15.5546, 3.51576, -2.17167, 0.960187, -0.233222, 1, 68;
3.449, -85.8845, 15.7249, 3.40497, 750.884, 3, 15, 0, 15, -nan, 3.17369, 8.09477e-319, 0, 15.7249, 3.40497, -2.11655, 0.936948, -0.225786, 1, 69;
3.499, -85.0942, 15.8897, 3.29689, 750.094, 3, 15, 0, 15, -nan, 3.07174, 8.09477e-319, 0, 15.8897, 3.29689, -2.06164, 0.913466, -0.218464, 1, 70;
3.549, -84.2958, 16.0493, 3.19154, 749.296, 3, 15, 0, 15, -nan, 2.97249, 8.09477e-319, 0, 16.0493, 3.19154, -2.00713, 0.889903, -0.211285, 1, 71;
3.599, -83.4895, 16.2038, 3.08892, 748.489, 3, 15, 0, 15, -nan, 2.87591, 8.09477e-319, 0, 16.2038, 3.08892, -1.95318, 0.866388, -0.204269, 1, 72;
3.649, -82.6756, 16.3532, 2.989, 747.676, 3, 15, 0, 15, -nan, 2.78196, 8.09477e-319, 0, 16.3532, 2.989, -1.8999, 0.843026, -0.197431, 1, 73;
3.699, -81.8544, 16.4978, 2.89177, 746.854, 3, 15, 0, 15, -nan, 2.69061, 8.09477e-319, 0, 16.4978, 2.89177, -1.84742, 0.819902, -0.190781, 1, 74;
3.749, -81.026, 16.6377, 2.79719, 746.026, 3, 15, 0, 15, -nan, 2.60181, 8.09477e-319, 0, 16.6377, 2.79719, -1.7958, 0.797084, -0.184326, 1, 75;
3.799, -80.1908, 16.7729, 2.70524, 745.191, 3, 15, 0, 15, -nan, 2.51551, 8.09477e-319, 0, 16.7729, 2.70524, -1.74512, 0.774625, -0.178069, 1, 76;
3.849, -79.3489, 16.9037, 2.61586, 744.349, 3, 15, 0, 15, -nan, 2.43168, 8.09477e-319, 0, 16.9037, 2.61586, -1.69542, 0.752567, -0.172011, 1, 77;
3.899, -78.5006, 17.0302, 2.52901, 743.501, 3, 15, 0, 15, -nan, 2.35025, 8.09477e-319, 0, 17.0302, 2.52901, -1.64674, 0.730942, -0.166152, 1, 78;
3.949, -77.6461, 17.1524, 2.44464, 742.646, 3, 15, 0, 15, -nan, 2.27118, 8.09477e-319, 0, 17.1524, 2.44464, -1.59911, 0.709774, -0.160489, 1, 79;
3.999, -76.7856, 17.2705, 2.36271, 741.786, 3, 15, 0, 15, -nan, 2.19441, 8.09477e-319, 0, 17.2705, 2.36271, -1.55254, 0.689081, -0.15502, 1, 80;
4.049, -75.9192, 17.3847, 2.28316, 740.919, 3, 15, 0, 15, -nan, 2.11989, 8.09477e-319, 0, 17.3847, 2.28316, -1.50706, 0.668874, -0.14974, 2, 81;
4.099, -75.0473, 17.495, 2.20594, 740.047, 3, 15, 0, 15, -nan, 2.04756, 8.09477e-319, 0, 17.495, 2.20594, -1.46266, 0.649161, -0.144645, 2, 82;
4.149, -74.1699, 17.6015, 2.13098, 739.17, 3, 15, 0, 15, -nan, 1.97738, 8.09477e-319, 0, 17.6015, 2.13098, -1.41934, 0.629945, -0.13973, 2, 83;
4.199, -73.2873, 17.7044, 2.05825, 738.287, 3, 15, 0, 15, -nan, 1.90928, 8.09477e-319, 0, 17.7044, 2.05825, -1.3771, 0.611226, -0.134989, 2, 84;
4.249, -72.3996, 17.8038, 1.98769, 737.4, 3, 15, 0, 15, -nan, 1.84322, 8.09477e-319, 0, 17.8038, 1.98769, -1.33593, 0.593002, -0.130417, 2, 85;
4.299, -71.507, 17.8998, 1.91923, 736.507, 3, 15, 0, 15, -nan, 1.77914, 8.09477e-319, 0, 17.8998, 1.91923, -1.29582, 0.57527, -0.126008, 2, 86;
4.349, -70.6098, 17.9924, 1.85283, 735.61, 3, 15, 0, 15, -nan, 1.717, 8.09477e-319, 0, 17.9924, 1.85283, -1.25676, 0.558022, -0.121757, 2, 87;
4.399, -69.7079, 18.0819, 1.78843, 734.708, 3, 15, 0, 15, -nan, 1.65674, 8.09477e-319, 0, 18.0819, 1.78843, -1.21873, 0.541254, -0.117659, 2, 88;
4.449, -68.8017, 18.1681, 1.72599, 733.802, 3, 15, 0, 15, -nan, 1.5983, 8.09477e-319, 0, 18.1681, 1.72599, -1.18171, 0.524955, -0.113707, 2, 89;
4.499, -67.8912, 18.2514, 1.66544, 732.891, 3, 15, 0, 15, -nan, 1.54165, 8.09477e-319, 0, 18.2514, 1.66544, -1.14569, 0.509117, -0.109896, 2, 90;
4.549, -66.9767, 18.3318, 1.60674, 731.977, 3, 15, 0, 15, -nan, 1.48673, 8.09477e-319, 0, 18.3318, 1.60674, -1.11065, 0.49373, -0.106221, 2, 91;
4.599, -66.0582, 18.4093, 1.54984, 731.058, 3, 15, 0, 15, -nan, 1.4335, 8.09477e-319, 0, 18.4093, 1.54984, -1.07657, 0.478785, -0.102676, 2, 92;
4.649, -65.1359, 18.484, 1.49469, 730.136, 3, 15, 0, 15, -nan, 1.38191, 8.09477e-319, 0, 18.484, 1.49469, -1.04342, 0.46427, -0.0992572, 2, 93;
4.699, -64.2099, 18.556, 1.44123, 729.21, 3, 15, 0, 15, -nan, 1.33191, 8.09477e-319, 0, 18.556, 1.44123, -1.01119, 0.450176, -0.095959, 2, 94;
4.749, -63.2804, 18.6255, 1.38943, 728.28, 3, 15, 0, 15, -nan, 1.28346, 8.09477e-319, 0, 18.6255, 1.38943, -0.979853, 0.436492, -0.0927768, 2, 95;
4.799, -62.3474, 18.6925, 1.33923, 727.347, 3, 15, 0, 15, -nan, 1.23651, 8.09477e-319, 0, 18.6925, 1.33923, -0.949393, 0.423206, -0.0897061, 2, 96;
4.849, -61.4112, 18.757, 1.2906, 726.411, 3, 15, 0, 15, -nan, 1.19103, 8.09477e-319, 0, 18.757, 1.2906, -0.919788, 0.410308, -0.0867425, 2, 97;
4.899, -60.4718, 18.8192, 1.24348, 725.472, 3, 15, 0, 15, -nan, 1.14698, 8.09477e-319, 0, 18.8192, 1.24348, -0.891016, 0.397788, -0.0838818, 2, 98;
4.949, -59.5294, 18.8791, 1.19784, 724.529, 3, 15, 0, 15, -nan, 1.1043, 8.09477e-319, 0, 18.8791, 1.19784, -0.863056, 0.385634, -0.08112, 2, 99;
4.999, -58.584, 18.9368, 1.15363, 723.584, 3, 15, 0, 15, -nan, 1.06297, 8.09477e-319, 0, 18.9368, 1.15363, -0.835888, 0.373836, -0.0784532, 2, 100;
5.049, -57.6358, 18.9923, 1.11081, 722.636, 3, 15, 0, 15, -nan, 1.02295, 8.09477e-319, 0, 18.9923, 1.11081, -0.809492, 0.362385, -0.0758776, 2, 101;
5.099, -56.6849, 19.0458, 1.06934, 721.685, 3, 15, 0, 15, -nan, 0.984195, 8.09477e-319, 0, 19.0458, 1.06934, -0.783848, 0.35127, -0.0733899, 2, 102;
5.149, -55.7313, 19.0972, 1.02919, 720.731, 3, 15, 0, 15, -nan, 0.946672, 8.09477e-319, 0, 19.0972, 1.02919, -0.758937, 0.340481, -0.0709865, 2, 103;
5.199, -54.7752, 19.1467, 0.990306, 719.775, 3, 15, 0, 15, -nan, 0.910345, 8.09477e-319, 0, 19.1467, 0.990306, -0.734738, 0.330008, -0.0686642, 2, 104;
5.249, -53.8167, 19.1944, 0.952665, 718.817, 3, 15, 0, 15, -nan, 0.875181, 8.09477e-319, 0, 19.1944, 0.952665, -0.711233, 0.319843, -0.0664199, 2, 105;
5.299, -52.8559, 19.2402, 0.916227, 717.856, 3, 15, 0, 15, -nan, 0.841147, 8.09477e-319, 0, 19.2402, 0.916227, -0.688404, 0.309976, -0.0642505, 2, 106;
5.349, -51.8928, 19.2842, 0.880956, 716.893, 3, 15, 0, 15, -nan, 0.808209, 8.09477e-319, 0, 19.2842, 0.880956, -0.666233, 0.300399, -0.0621534, 2, 107;
5.399, -50.9275, 19.3266, 0.84682, 715.928, 3, 15, 0, 15, -nan, 0.776335, 8.09477e-319, 0, 19.3266, 0.84682, -0.644701, 0.291101, -0.0601256, 2, 108;
5.449, -49.9602, 19.3673, 0.813785, 714.96, 3, 15, 0, 15, -nan, 0.745497, 8.09477e-319, 0, 19.3673, 0.813785, -0.623792, 0.282077, -0.0581647, 2, 109;
5.499, -48.9908, 19.4064, 0.781819, 713.991, 3, 15, 0, 15, -nan, 0.715662, 8.09477e-319, 0, 19.4064, 0.781819, -0.603488, 0.273316, -0.0562681, 2, 110;
5.549, -48.0196, 19.4439, 0.750891, 713.02, 3, 15, 0, 15, -nan, 0.686803, 8.09477e-319, 0, 19.4439, 0.750891, -0.583773, 0.264811, -0.0544335, 2, 111;
5.599, -47.0465, 19.4799, 0.720971, 712.047, 3, 15, 0, 15, -nan, 0.65889, 8.09477e-319, 0, 19.4799, 0.720971, -0.564632, 0.256555, -0.0526585, 2, 112;
5.649, -46.0717, 19.5145, 0.69203, 711.072, 3, 15, 0, 15, -nan, 0.631897, 8.09477e-319, 0, 19.5145, 0.69203, -0.546047, 0.24854, -0.0509409, 2, 113;
5.699, -45.0951, 19.5477, 0.664038, 710.095, 3, 15, 0, 15, -nan, 0.605796, 8.09477e-319, 0, 19.5477, 0.664038, -0.528005, 0.240759, -0.0492788, 2, 114;
5.749, -44.1169, 19.5796, 0.636968, 709.117, 3, 15, 0, 15, -nan, 0.580562, 8.09477e-319, 0, 19.5796, 0.636968, -0.51049, 0.233206, -0.0476701, 2, 115;
5.799, -43.1372, 19.6101, 0.610793, 708.137, 3, 15, 0, 15, -nan, 0.556168, 8.09477e-319, 0, 19.6101, 0.610793, -0.493488, 0.225872, -0.0461128, 2, 116;
5.849, -42.156, 19.6394, 0.585486, 707.156, 3, 15, 0, 15, -nan, 0.532591, 8.09477e-319, 0, 19.6394, 0.585486, -0.476985, 0.218752, -0.0446052, 2, 117;
5.899, -41.1733, 19.6675, 0.561023, 706.173, 3, 15, 0, 15, -nan, 0.509806, 8.09477e-319, 0, 19.6675, 0.561023, -0.460966, 0.211839, -0.0431455, 2, 118;
5.949, -40.1893, 19.6943, 0.537377, 705.189, 3, 15, 0, 15, -nan, 0.48779, 8.09477e-319, 0, 19.6943, 0.537377, -0.445419, 0.205128, -0.041732, 2, 119;
5.999, -39.2039, 19.7201, 0.514526, 704.204, 3, 15, 0, 15, -nan, 0.466521, 8.09477e-319, 0, 19.7201, 0.514526, -0.43033, 0.198612, -0.0403631, 2, 120;
6.049, -38.2173, 19.7447, 0.492445, 703.217, 3, 15, 0, 15, -nan, 0.445975, 8.09477e-319, 0, 19.7447, 0.492445, -0.415688, 0.192286, -0.0390373, 2, 121;
6.099, -37.2295, 19.7682, 0.471112, 702.229, 3, 15, 0, 15, -nan, 0.426133, 8.09477e-319, 0, 19.7682, 0.471112, -0.401479, 0.186143, -0.0377531, 2, 122;
6.149, -36.2405, 19.7908, 0.450504, 701.241, 3, 15, 0, 15, -nan, 0.406972, 8.09477e-319, 0, 19.7908, 0.450504, -0.387692, 0.18018, -0.036509, 2, 123;
6.199, -35.2504, 19.8123, 0.4306, 700.25, 3, 15, 0, 15, -nan, 0.388474, 8.09477e-319, 0, 19.8123, 0.4306, -0.374315, 0.17439, -0.0353038, 2, 124;
6.249, -34.2593, 19.8329, 0.411379, 699.259, 3, 15, 0, 15, -nan, 0.370617, 8.09477e-319, 0, 19.8329, 0.411379, -0.361337, 0.168768, -0.0341361, 2, 125;
